ID,Name,Concepticon_ID,Concepticon_Gloss
572_thefarmer,the farmer,979,FARMER
573_thefield,the field,212,FIELD
574_thegarden,the garden,586,GARDEN
575_tocultivate,to cultivate,1541,CULTIVATE
576_thefence,the fence,1690,FENCE
577_theditch,the ditch,2002,DITCH
578_toploughplow,to plough/plow,1921,PLOUGH
579_thefurrow,the furrow,1794,FURROW
580_todig,to dig,1418,DIG
581_thespade,the spade,1176,SPADE
582_theshovel,the shovel,1901,SHOVEL
583_thehoe,the hoe,284,HOE
584_thefork2pitchfork,the fork(2)/pitchfork,337,PITCHFORK
585_therake,the rake,338,RAKE
586_tosow,to sow,748,SOW SEEDS
587_theseed,the seed,714,SEED
588_tomow,to mow,190,MOW
589_thesickleorscythe,the sickle or scythe,2132,SICKLE OR SCYTHE
590_tothresh,to thresh,285,THRESH
591_thethreshingfloor,the threshing-floor,223,THRESHING-FLOOR
592_theharvest,the harvest,3541,HARVEST OR HARVEST SEASON
593_thegrain,the grain,605,GRAIN
594_thewheat,the wheat,1077,WHEAT
595_thebarley,the barley,932,BARLEY
596_therye,the rye,23,RYE
597_theoats,the oats,60,OAT
598_themaizecorn,the maize/corn,506,MAIZE
599_therice,the rice,926,RICE
600_thegrass,the grass,606,GRASS
601_thehay,the hay,342,HAY
602_theplant,the plant,653,PLANT (VEGETATION)
603_toplant,to plant,1486,PLANT (SOMETHING)
604_theroot,the root,670,ROOT
605_thebranch,the branch,3223,BRANCH OR TWIG
606_theleaf,the leaf,628,LEAF
607_theflower,the flower,239,FLOWER
608_thetree,the tree,906,TREE
609_theoak,the oak,644,OAK
610_thebeech,the beech,1950,BEECH
611_thebirch,the birch,1855,BIRCH
612_thepine,the pine,1740,PINE
613_thefir,the fir,1915,FIR
614_theacorn,the acorn,968,ACORN
615_thevine,the vine,343,VINE
616_thetobacco,the tobacco,974,TOBACCO
617_tosmoke,to smoke,1689,SMOKE (INHALE)
618_thepipe,the pipe,1124,PIPE
619_thetreestump,the tree stump,241,TREE STUMP
620_thetreetrunk,the tree trunk,344,TREE TRUNK
621_theforkedbranch,the forked branch,409,FORKED BRANCH
622_thebark,the bark,1204,BARK
623_thesap,the sap,345,SAP
624_thepalmtree,the palm tree,1181,PALM TREE
625_thecoconut,the coconut,970,COCONUT
626_thecitrusfruit,the citrus fruit,1126,CITRUS FRUIT
627_thebanana,the banana,868,BANANA
628_thebanyan,the banyan,346,BANYAN
629_thesweetpotato,the sweet potato,159,SWEET POTATO
630_theyam,the yam,410,YAM
631_thecassavamanioc,the cassava/manioc,925,CASSAVA
632_thegourd,the gourd,411,GOURD
633_thepumpkinorsquash,the pumpkin or squash,864,PUMPKIN
634_thebamboo,the bamboo,1927,BAMBOO
635_thesugarcane,the sugar cane,146,SUGAR CANE
636_thefishpoison,the fish poison,348,FISH POISON
637_thenettle,the nettle,33,NETTLE
638_themushroom,the mushroom,641,MUSHROOM
639_todo,to do,813,DO
640_thework,the work,984,WORK (LABOUR)
641_tobend,to bend,2004,BEND
642_tofold,to fold,1470,FOLD
643_totie,to tie,1917,TIE
644_tountie,to untie,352,UNTIE
645_thechain,the chain,1627,CHAIN
646_therope,the rope,1218,ROPE
647_theknot,the knot,760,KNOT
648_tostrikeorhitorbeat,to strike or hit or beat,2133,STRIKE OR BEAT
649_topound,to pound,354,POUND
650_tocut,to cut,1432,CUT
651_tocutdown,to cut down,355,CUT DOWN
652_tochop,to chop,155,CHOP
653_tostab,to stab,3189,STAB TO DEATH
654_theknife2,the knife(2),1352,KNIFE
655_thescissorsorshears,the scissors or shears,356,SHEARS
656_theaxeax,the axe/ax,677,AXE
657_theadze,the adze,290,ADZE
658_tobreak,to break,680,BREAK (DESTROY OR GET DESTROYED)
659_broken,broken,3190,BROKEN (NOT WORKING)
660_tosplit,to split,1437,SPLIT
661_totear,to tear,1735,TEAR (SHRED)
662_thestatue,the statue,1002,STATUE
663_toskin,to skin,291,PULL OFF (SKIN)
664_torub,to rub,1449,RUB
665_tostretch,to stretch,214,STRETCH
666_topull,to pull,1455,PULL
667_tospreadout,to spread out,38,SPREAD OUT
668_tohangup,to hang up,357,HANG UP
669_topress,to press,1913,PRESS
670_tosqueeze,to squeeze,1414,SQUEEZE
671_topour,to pour,1487,POUR
672_towash,to wash,1453,WASH
673_tosweep,to sweep,230,SWEEP
674_thebroom,the broom,245,BROOM
675_thetool,the tool,1361,TOOL
676_thecarpenter,the carpenter,1042,CARPENTER
677_tobuild,to build,1840,BUILD
678_tobore,to bore,1501,BORE
679_tohollowout,to hollow out,46,HOLLOW OUT
680_thesaw,the saw,1948,SAW
681_thehammer,the hammer,1481,HAMMER
682_thenail,the nail,502,NAIL (TOOL)
683_theglue,the glue,1069,GLUE
684_theblacksmith,the blacksmith,1001,BLACKSMITH
685_toforge,to forge,288,FORGE
686_theanvil,the anvil,1648,ANVIL
687_tocast,to cast,211,CAST
688_thegold,the gold,1369,GOLD
689_thesilver,the silver,759,SILVER
690_thecopper,the copper,1825,COPPER
691_theiron,the iron,621,IRON
692_thelead,the lead,627,LEAD (CHEMICAL ELEMENT)
693_thetinortinplate,the tin or tinplate,3217,TIN OR TINPLATE
694_thepotter,the potter,359,POTTER
695_tomouldmold,to mould/mold,289,MOLD
696_theclay,the clay,1399,CLAY
697_theglass,the glass,604,GLASS
698_toweaveorplaitbraid,to weave or plait/braid,3294,BRAID (VERB) OR WEAVE (BASKET)
699_thebasket,the basket,1539,BASKET
700_themat,the mat,195,MAT
701_therug,the rug,292,RUG
702_thenetbag,the netbag,293,NETBAG
703_thefan,the fan,1971,FAN (OBJECT)
704_tofan,to fan,360,FAN ACTION
705_tocarve,to carve,228,CARVE
706_thesculptor,the sculptor,914,SCULPTOR
708_thechisel,the chisel,1979,CHISEL
709_thepaint,the paint,647,PAINT (PIGMENTS)
710_topaint,to paint,2001,PAINTING
711_tomove,to move,765,MOVE
712_toturn,to turn,,
713_toturnaround,to turn around,1444,TURN AROUND
714_towrap,to wrap,1113,WRAP
715_toroll,to roll,827,ROLL
716_todrop,to drop,2866,DROP (SOMETHING)
717_totwist,to twist,3199,TWIST (AROUND)
718_torise,to rise,568,RISE (MOVE UPWARDS)
719_toraiseorlift,to raise or lift,501,LIFT
720_tofall,to fall,1280,FALL
721_todrip,to drip,2253,DRIP (EMIT LIQUID)
722_tothrow,to throw,1456,THROW
723_tocatch,to catch,702,CATCH
724_toshake,to shake,1909,SHAKE
725_toflow,to flow,2003,FLOW
726_tosink,to sink,1088,SINK (DESCEND)
727_tofloat,to float,1574,FLOAT
728_toswim,to swim,1439,SWIM
729_todive,to dive,119,DIVE
730_tosplash,to splash,365,SPLASH
731_tosail,to sail,787,SAIL
732_tofly,to fly,1441,FLY (MOVE THROUGH AIR)
733_toblow,to blow,175,BLOW (OF WIND)
734_tocrawl,to crawl,3456,CRAWL OR CREEP
735_tokneel,to kneel,66,KNEEL
736_tocrouch,to crouch,296,CROUCH
737_toslideorslip,to slide or slip,1324,SLIP
738_tojump,to jump,1829,JUMP
739_tokick,to kick,1135,KICK
740_todance,to dance,1879,DANCE
741_towalk,to walk,1443,WALK
742_tolimp,to limp,366,LIMP
743_torun,to run,1519,RUN
744_togo,to go,695,GO
745_togoup,to go up,705,GO UP (ASCEND)
746_toclimb,to climb,1102,CLIMB
747_togodown,to go down,2014,GO DOWN (DESCEND)
748_togoout,to go out,1107,GO OUT
749_tocome,to come,1446,COME
750_tocomeback,to come back,581,COME BACK
751_toleave,to leave,1752,LEAVE
752_todisappear,to disappear,485,DISAPPEAR
753_toflee,to flee,956,FLEE
754_tofollow,to follow,1085,FOLLOW
755_topursue,to pursue,1047,PURSUE
756_toarrive,to arrive,1387,ARRIVE
757_toapproach,to approach,1778,APPROACH
758_toenter,to enter,749,ENTER
759_tocarry,to carry,700,CARRY
760_tocarryinhand,to carry in hand,412,CARRY IN HAND
761_tocarryonshoulder,to carry on shoulder,413,CARRY ON SHOULDER
762_tocarryonhead,to carry on head,414,CARRY ON HEAD
763_tocarryunderthearm,to carry under the arm,415,CARRY UNDER ARM
764_tobring,to bring,692,BRING
765_tosend,to send,1127,SEND
766_tolead,to lead,43,LEAD (GUIDE)
767_todrive,to drive,741,DRIVE
768_toride,to ride,367,RIDE
769_topush,to push,1452,PUSH
770_theroad,the road,667,ROAD
771_thepath,the path,2252,PATH
772_thebridge,the bridge,1011,BRIDGE
773_thecartorwagon,the cart or wagon,122,CART
774_thewheel,the wheel,710,WHEEL
775_theaxle,the axle,1769,AXLE
776_theyoke,the yoke,14,YOKE
777_theship,the ship,740,SHIP
778_theboat,the boat,1844,BOAT
779_thecanoe,the canoe,1970,CANOE
780_theoutrigger,the outrigger,416,OUTRIGGER
781_theraft,the raft,1664,RAFT
782_theoar,the oar,3137,OAR
783_thepaddle,the paddle,234,PADDLE
784_torow,to row,1849,ROW
785_therudder,the rudder,108,RUDDER
786_themast,the mast,184,MAST
787_thesail,the sail,786,SAILCLOTH
788_theanchor,the anchor,1870,ANCHOR
789_theport,the port,610,PORT
790_toland,to land,1922,LAND (DESCEND)
791_tohave,to have,773,HAVE
792_toown,to own,684,OWN
793_totake,to take,1749,TAKE
794_tograsp,to grasp,855,SEIZE
795_tohold,to hold,1448,HOLD
796_toget,to get,694,GET
797_tokeep,to keep,1477,KEEP
798_thething,the thing,738,THING
799_togive,to give,1447,GIVE
800_togiveback,to give back,85,GIVE BACK
801_topreserve,to preserve,1997,PRESERVE
803_torescue,to rescue,2008,RESCUE
804_todestroy,to destroy,681,DESTROY
805_toinjure,to injure,44,INJURE
806_tolookfor,to look for,1468,LOOK FOR
807_tofind,to find,719,FIND
808_tolose,to lose,3072,MISPLACE
809_toletgo,to let go,1095,LET GO OR SET FREE
810_themoney,the money,1559,MONEY
811_thecoin,the coin,1867,COIN
812_rich,rich,712,RICH
813_poor,poor,1674,POOR
814_thebeggar,the beggar,1934,BEGGAR
815_stingy,stingy,1774,STINGY
816_tolend,to lend,582,LEND
817_toborrow,to borrow,1823,BORROW
818_toowe,to owe,369,OWE
819_thedebt,the debt,1914,DEBT
820_topay,to pay,718,PAY
821_thebill,the bill,1081,BILL
822_thetax,the tax,873,TAX
823_tohire,to hire,856,HIRE
824_thewages,the wages,1122,WAGES
825_toearn,to earn,733,EARN
826_tobuy,to buy,1869,BUY
827_tosell,to sell,1571,SELL
828_totradeorbarter,to trade or barter,2135,TRADE OR BARTER
829_themerchant,the merchant,1082,MERCHANT
830_themarket,the market,633,MARKET
831_theshopstore,the shop/store,752,STORE
832_theprice,the price,657,PRICE
833_expensive,expensive,1426,EXPENSIVE
834_cheap,cheap,1887,CHEAP
835_toshare,to share,884,SHARE
836_toweigh,to weigh,1098,WEIGH
837_after,after,1685,AFTER
838_behind,behind,1686,BEHIND
839_beside,beside,1816,BESIDE
840_down,down,1326,DOWN
841_before,before,1882,BEFORE
842_infrontof,in front of,1883,IN FRONT OF
843_inside,inside,1606,INSIDE
844_outside,outside,762,OUTSIDE
845_under,under,1485,BELOW OR UNDER
846_up,up,1591,UP
847_theplace,the place,723,PLACE (POSITION)
849_toput,to put,998,PUT
850_tosit,to sit,1416,SIT
851_toliedown,to lie down,215,LIE DOWN
852_tostand,to stand,1442,STAND
853_toremain,to remain,987,REMAIN
854_theremains,the remains,838,REMAINS
855_togather,to gather,7,GATHER
856_topickup,to pick up,371,PICK UP
857_topileup,to pile up,1576,PILE UP
858_tojoin,to join,1743,JOIN
859_toseparate,to separate,1359,SEPARATE
860_todivide,to divide,1119,DIVIDE
861_toopen,to open,1156,OPEN
862_toshut,to shut,1046,SHUT
863_tocover,to cover,761,COVER
864_tohide,to hide,602,HIDE (CONCEAL)
865_high,high,1265,HIGH
866_low,low,721,LOW
867_thetop,the top,1753,TOP
868_thebottom,the bottom,690,BOTTOM
869_theend1,the end(1),742,END (OF SPACE)
870_pointed,pointed,372,POINTED
871_theedge,the edge,863,EDGE
872_theside,the side,682,SIDE
873_themiddle,the middle,1093,MIDDLE
874_right1,right(1),1019,RIGHT
875_left,left,244,LEFT
876_near,near,1942,NEAR
877_far,far,1406,FAR
878_theeast,the east,1877,EAST
879_thewest,the west,1817,WEST
880_thenorth,the north,1598,NORTH
881_thesouth,the south,1595,SOUTH
882_togrow,to grow,479,GROW
883_tomeasure,to measure,1506,MEASURE
884_thefathom,the fathom,81,FATHOM
885_big,big,1202,BIG
886_small,small,1246,SMALL
887_long,long,1203,LONG
888_tall,tall,711,TALL
889_short,short,1645,SHORT
890_wide,wide,1243,WIDE
891_narrow,narrow,1267,NARROW
892_thick,thick,1244,THICK
893_thin,thin,2249,THIN (OF SHAPE OF OBJECT)
894_deep,deep,1593,DEEP
895_shallow,shallow,193,SHALLOW
896_flat,flat,1633,FLAT
897_straight,straight,1404,STRAIGHT
898_crooked,crooked,297,CROOKED
899_thehook,the hook,1071,HOOK
900_thecorner,the corner,192,CORNER
901_thecross,the cross,1367,CROSS
902_thesquare,the square,850,SQUARE
903_round,round,1395,ROUND
904_thecircle,the circle,1467,CIRCLE
905_theball,the ball,1845,BALL
906_theline,the line,1048,LINE
907_thehole,the hole,1667,HOLE
908_similar,similar,1558,SIMILAR
909_tochange,to change,1264,CHANGE
910_zero,zero,1294,ZERO
911_one,one,1493,ONE
912_two,two,1498,TWO
913_three,three,492,THREE
914_four,four,1500,FOUR
915_five,five,493,FIVE
916_six,six,1703,SIX
917_seven,seven,1704,SEVEN
918_eight,eight,1705,EIGHT
919_nine,nine,1483,NINE
920_ten,ten,1515,TEN
921_eleven,eleven,1706,ELEVEN
922_twelve,twelve,1707,TWELVE
923_fifteen,fifteen,1709,FIFTEEN
924_twenty,twenty,1710,TWENTY
925_ahundred,a hundred,1634,HUNDRED
926_athousand,a thousand,1843,THOUSAND
927_tocount,to count,1420,COUNT
928_all,all,98,ALL
929_many,many,1198,MANY
930_more,more,1992,MORE
931_few,few,1242,FEW
932_enough,enough,1881,ENOUGH
933_some,some,1241,SOME
934_thecrowd,the crowd,2023,CROWD
935_full,full,1429,FULL
936_empty,empty,1624,EMPTY
937_thepart,the part,779,PART
938_thehalf,the half,816,HALF
939_only,only,1580,ONLY
940_first,first,728,FIRST
941_last,last,1529,LAST (FINAL)
942_second,second,1384,SECOND
943_thepair,the pair,1888,PAIR
944_twicetwotimes,twice/two times,1546,TWICE
945_third,third,1859,THIRD
946_threetimes,three times,417,THREE TIMES
947_thetime,the time,892,TIME
948_theage,the age,1789,AGE
949_new,new,1231,NEW
950_young,young,1207,YOUNG
951_old,old,1229,OLD
952_early,early,672,EARLY
953_late,late,477,LATE
954_now,now,1376,NOW
955_immediately,immediately,1963,IMMEDIATELY
956_fast,fast,1631,FAST
957_slow,slow,701,SLOW
958_tohurry,to hurry,754,HURRY
959_tobelate,to be late,425,BE LATE
960_tobegin,to begin,1806,BEGIN
961_tolast,to last,1186,LAST (ENDURE)
962_theend2,the end(2),743,END (OF TIME)
963_tofinish,to finish,1766,FINISH
964_tocease,to cease,1928,CEASE
965_ready,ready,790,READY
966_always,always,1676,ALWAYS
967_often,often,1852,OFTEN
968_sometimes,sometimes,1544,SOMETIMES
969_soon,soon,703,SOON
970_foralongtime,for a long time,418,FOR A LONG TIME
971_never,never,1656,NEVER
972_again,again,204,AGAIN
973_theday1,the day(1),1260,DAY (24 HOURS)
974_thenight,the night,1233,NIGHT
975_thedawn,the dawn,729,DAWN
976_themorning,the morning,1339,MORNING
977_themidday,the midday,12,MIDDAY
978_theafternoon,the afternoon,1807,AFTERNOON
979_theevening,the evening,1629,EVENING
980_today,today,1283,TODAY
981_tomorrow,tomorrow,1329,TOMORROW
982_thedayaftertomorrow,the day after tomorrow,1179,DAY AFTER TOMORROW
983_yesterday,yesterday,1174,YESTERDAY
984_thedaybeforeyesterday,the day before yesterday,1180,DAY BEFORE YESTERDAY
985_thehour,the hour,1353,HOUR
986_theclock,the clock,1323,CLOCK
987_theweek,the week,1469,WEEK
988_sunday,Sunday,1699,SUNDAY
989_monday,Monday,1697,MONDAY
990_tuesday,Tuesday,1695,TUESDAY
991_wednesday,Wednesday,1694,WEDNESDAY
992_thursday,Thursday,1693,THURSDAY
993_friday,Friday,1692,FRIDAY
994_saturday,Saturday,1700,SATURDAY
995_themonth,the month,1370,MONTH
996_theyear,the year,1226,YEAR
997_thewinter,the winter,1471,WINTER
998_thespring2,the spring(2),1537,SPRINGTIME
999_thesummer,the summer,1342,SUMMER
1000_theautumnfall,the autumn/fall,1276,AUTUMN
1001_theseason,the season,691,SEASON
1002_tosmell1,to smell(1),1587,SMELL (STINK)
1003_wrinkled,wrinkled,380,WRINKLED
1004_tosniff,to sniff,375,SNIFF
1005_tosmell2,to smell(2),1586,SMELL (PERCEIVE)
1006_fragrant,fragrant,376,FRAGRANT
1007_stinking,stinking,42,STINKING
1008_totaste,to taste,21,TASTE (SOMETHING)
1009_sweet,sweet,717,SWEET
1010_salty,salty,1091,SALTY
1011_bitter,bitter,887,BITTER
1012_sour,sour,1906,SOUR
1013_brackish,brackish,70,BRACKISH
1014_tohear,to hear,1408,HEAR
1015_tolisten,to listen,1608,LISTEN
1016_thesoundornoise,the sound or noise,1811,SOUND OR NOISE
1017_loud,loud,377,LOUD
1018_quiet,quiet,1314,QUIET
1019_tosee,to see,1409,SEE
1020_tolook,to look,1819,LOOK
1021_toshow,to show,1039,SHOW
1022_toshine,to shine,708,SHINE
1023_bright,bright,679,BRIGHT
1024_thecolourcolor,the colour/color,1613,COLOR
1025_light2,light(2),250,LIGHT (COLOR)
1026_dark,dark,706,DARK
1027_white,white,1335,WHITE
1028_black,black,163,BLACK
1029_red,red,156,RED
1030_blue,blue,837,BLUE
1031_green,green,1425,GREEN
1032_yellow,yellow,1424,YELLOW
1033_totouch,to touch,1892,TOUCH
1034_topinch,to pinch,378,PINCH
1035_tofeel,to feel,1079,FEEL
1036_hard,hard,1884,HARD
1037_soft,soft,1856,SOFT
1038_rough1,rough(1),1923,ROUGH
1039_smooth,smooth,1234,SMOOTH
1040_sharp,sharp,1396,SHARP
1041_blunt,blunt,379,BLUNT
1042_heavy,heavy,1210,HEAVY
1043_light1,light(1),1052,LIGHT (WEIGHT)
1044_wet,wet,1726,WET
1045_dry,dry,1398,DRY
1046_hot,hot,1286,HOT
1047_warm,warm,1232,WARM
1048_cold,cold,1287,COLD
1049_clean,clean,704,CLEAN
1050_dirty,dirty,1230,DIRTY
1051_thesoulorspirit,the soul or spirit,811,SOUL
1052_surprisedorastonished,surprised or astonished,1572,SURPRISED
1053_thegoodluck,the good luck,720,GOOD LUCK
1054_thebadluck,the bad luck,56,BAD LUCK
1055_happy,happy,1495,HAPPY
1056_tolaugh,to laugh,1355,LAUGH
1057_tosmile,to smile,1451,SMILE
1058_toplay,to play,1413,PLAY
1059_tolove,to love,923,LOVE
1060_tokiss,to kiss,578,KISS
1061_toembrace,to embrace,928,EMBRACE
1062_thepain,the pain,1783,PAIN
1063_thegrief,the grief,1668,GRIEF
1064_theanxiety,the anxiety,1000,ANXIETY
1065_toregretorbesorry,to regret or be sorry,1875,REGRET
1066_thepity,the pity,1141,PITY
1067_tocry,to cry,1839,CRY
1068_thetear,the tear,1651,TEAR (OF EYE)
1069_togroan,to groan,716,GROAN
1070_tohate,to hate,1607,HATE
1071_theanger,the anger,82,ANGER
1072_theenvyorjealousy,the envy or jealousy,40,ENVY
1073_theshame,the shame,1776,SHAME
1074_proud,proud,174,PROUD
1075_todare,to dare,1779,DARE
1076_brave,brave,3,BRAVE
1077_thefear,the fear,781,FEAR (FRIGHT)
1078_thedanger,the danger,1810,DANGER
1079_towant,to want,1784,WANT
1080_tochoose,to choose,1750,CHOOSE
1081_tohope,to hope,3212,HOPE (SOMETHING)
1082_faithful,faithful,100,FAITHFUL
1083_true,true,1657,TRUE
1084_tolie2,to lie(2),601,LIE (MISLEAD)
1085_thedeceit,the deceit,13,DECEIT
1086_toforgive,to forgive,1528,FORGIVE
1087_good,good,1035,GOOD
1088_bad,bad,1292,BAD
1089_right2,right(2),1725,CORRECT (RIGHT)
1090_wrong,wrong,1390,WRONG
1091_thefault,the fault,134,FAULT
1092_themistake,the mistake,1293,MISTAKE
1093_theblame,the blame,381,BLAME
1094_thepraise,the praise,1687,PRAISE
1095_beautiful,beautiful,1427,BEAUTIFUL
1096_ugly,ugly,1548,UGLY
1097_greedy,greedy,2018,GREEDY
1098_clever,clever,1310,CLEVER
1099_themind,the mind,1562,MIND
1100_tothink1,to think(1),1415,THINK (REFLECT)
1101_tothink2,to think(2),1513,THINK (BELIEVE)
1102_tobelieve,to believe,1890,BELIEVE
1103_tounderstand,to understand,1536,UNDERSTAND
1104_toknow,to know,1410,KNOW (SOMETHING)
1105_toguess,to guess,1932,GUESS
1106_toimitate,to imitate,117,IMITATE
1107_toseem,to seem,1521,SEEM
1108_theidea,the idea,1609,IDEA
1109_wise,wise,698,WISE
1110_stupid,stupid,1518,STUPID
1111_mad,mad,1899,MAD
1112_tolearn,to learn,504,LEARN
1113_tostudy,to study,1929,STUDY
1114_toteach,to teach,709,TEACH
1115_thepupil,the pupil,753,PUPIL (STUDENT)
1116_theteacher,the teacher,1038,TEACHER
1117_theschool,the school,673,SCHOOL
1118_toremember,to remember,707,REMEMBER
1119_toforget,to forget,1523,FORGET
1120_clear,clear,989,CLEAR
1121_obscure,obscure,1764,OBSCURE
1122_secret,secret,1121,SECRET
1123_certain,certain,509,CERTAIN
1124_toexplain,to explain,1626,EXPLAIN
1125_theintention,the intention,1162,INTENTION
1126_thecause,the cause,860,CAUSE
1127_thedoubt,the doubt,1308,DOUBT
1128_tosuspect,to suspect,1841,SUSPECT
1129_tobetray,to betray,1902,BETRAY
1130_theneedornecessity,the need or necessity,643,NEED (NOUN)
1131_easy,easy,686,EASY
1132_difficult,difficult,584,DIFFICULT
1133_totry,to try,1812,TRY
1134_themanner,the manner,488,MANNER
1135_and,and,1577,AND
1136_because,because,1157,BECAUSE
1137_if,if,1459,IF
1138_or,or,1014,OR
1139_yes,yes,1268,YES
1140_no,no,1269,NO
1141_how,how?,1239,HOW
1142_howmany,how many?,3450,HOW MANY PIECES
1143_howmuch,how much?,531,HOW MUCH
1144_what,what?,1236,WHAT
1145_when,when?,1238,WHEN
1146_where,where?,1237,WHERE
1147_which,which?,727,WHICH
1148_who,who?,1235,WHO
1149_why,why?,1270,WHY
1150_thevoice,the voice,1363,VOICE
1151_tosing,to sing,1261,SING
1152_toshout,to shout,715,SHOUT
1153_towhisper,to whisper,55,WHISPER
1154_tomumble,to mumble,128,MUMBLE
1155_towhistle,to whistle,1025,WHISTLE
1156_toshriek,to shriek,298,SHRIEK
1157_tohowl,to howl,526,HOWL
1158_tospeakortalk,to speak or talk,1623,SPEAK
1159_tostutterorstammer,to stutter or stammer,1866,STUTTER
1160_tosay,to say,1458,SAY
1161_totell,to tell,1711,TELL
1162_thespeech,the speech,1115,SPEECH
1163_tobesilent,to be silent,48,BE SILENT
1164_thelanguage,the language,1307,LANGUAGE
1165_theword,the word,1599,WORD
1166_thename,the name,1405,NAME
1167_toask1,to ask(1),1309,ASK (INQUIRE)
1168_toanswer,to answer,1275,ANSWER
1169_toadmit,to admit,2022,ADMIT
1170_todeny,to deny,755,DENY
1171_toask2,to ask(2),1828,ASK (REQUEST)
1172_topromise,to promise,1675,PROMISE
1173_torefuse,to refuse,49,REFUSE
1174_toforbid,to forbid,83,FORBID
1175_toscold,to scold,299,SCOLD
1176_tocall1,to call(1),1084,CALL
1177_tocall2,to call(2),180,CALL BY NAME
1178_toannounce,to announce,9,ANNOUNCE
1179_tothreaten,to threaten,1192,THREATEN
1180_toboast,to boast,101,BOAST
1181_towrite,to write,1672,WRITE
1182_toread,to read,724,READ
1183_thepaper,the paper,648,PAPER
1184_thepen,the pen,794,PEN
1185_thebook,the book,963,BOOK
1186_thepoet,the poet,1045,POET
1187_theflute,the flute,777,FLUTE
1188_thedrum,the drum,908,DRUM
1189_thehornortrumpet,the horn or trumpet,2136,BRASS INSTRUMENT (HORN OR TRUMPET)
1190_therattle,the rattle,300,RATTLE
1191_thecountry,the country,1300,COUNTRY
1192_thenativecountry,the native country,89,NATIVE COUNTRY
1193_thetown,the town,1391,TOWN
1194_thevillage,the village,930,VILLAGE
1195_theboundary,the boundary,1010,BOUNDARY
1196_thepeople,the people,789,PEOPLE
1197_theclan,the clan,302,CLAN
1198_thechieftain,the chieftain,301,CHIEFTAIN
1199_thewalkingstick,the walking stick,1296,WALKING STICK
1200_toruleorgovern,to rule or govern,1846,RULE
1201_theking,the king,1508,KING
1202_thequeen,the queen,1306,QUEEN
1203_thenoble,the noble,482,NOBLE
1204_thecitizen,the citizen,1032,CITIZEN
1205_themaster,the master,383,MASTER
1206_theslave,the slave,812,SLAVE
1207_theservant,the servant,255,SERVANT
